Player,stats_standard_Nation,stats_standard_Squad,stats_standard_Position,stats_standard_Current age,stats_standard_Matches Played,stats_standard_Minutes,stats_standard_Goals,stats_standard_Assists,stats_standard_Yellow Cards,stats_standard_Red Cards,stats_standard_xG: Expected Goals,stats_standard_xAG: Exp. Assisted Goals,stats_standard_Progressive Carries,stats_standard_Progressive Passes,stats_standard_Progressive Passes Rec,stats_standard_Goals/90,stats_standard_Assists/90,stats_standard_xG/90,stats_standard_xAG/90,stats_shooting_Shots on Target %,stats_shooting_Shots on target/90,stats_shooting_Goals/Shot,stats_shooting_Average Shot Distance,stats_passing_Passes Completed,stats_passing_Pass Completion %,stats_passing_Total Passing Distance,stats_passing_Passes Completed (Short),stats_passing_Pass Completion % (Medium),stats_passing_Pass Completion % (Long),stats_passing_Key Passes,stats_passing_Passes into Final Third,stats_passing_Passes into Penalty Area,stats_passing_Crosses into Penalty Area,stats_passing_Progressive Passes,stats_gca_Shot-Creating Actions,stats_gca_Shot-Creating Actions/90,stats_gca_Goal-Creating Actions,stats_gca_Goal-Creating Actions/90,stats_defense_Tackles,stats_defense_Tackles Won,stats_defense_Dribbles Challenged,stats_defense_Challenges Lost,stats_defense_Blocks,stats_defense_Shots Blocked,stats_defense_Passes Blocked,stats_defense_Interceptions,stats_possession_Touches,stats_possession_Touches (Def Pen),stats_possession_Touches (Def 3rd),stats_possession_Touches (Mid 3rd),stats_possession_Touches (Att 3rd),stats_possession_Touches (Att Pen),stats_possession_Take-Ons Attempted,stats_possession_Successful Take-On %,stats_possession_Tackled During Take-On Percentage,stats_possession_Carries,stats_possession_Progressive Carrying Distance,stats_possession_Progressive Carries,stats_possession_Carries into Final Third,stats_possession_Carries into Penalty Area,stats_possession_Miscontrols,stats_possession_Dispossessed,stats_possession_Passes Received,stats_possession_Progressive Passes Rec,stats_misc_Yellow Cards,stats_misc_Red Cards,stats_misc_Fouls Committed,stats_misc_Fouls Drawn,stats_misc_Offsides,stats_misc_Crosses,stats_misc_Ball Recoveries,stats_misc_Aerials Won,stats_misc_Aerials Lost,stats_misc_% of Aerials Won,stats_keeper_Goals Against/90,stats_keeper_Save Percentage,stats_keeper_Clean Sheet Percentage,stats_keeper_Save% (Penalty Kicks)
João Félix,ptPOR,Chelsea,"FW,MF",25-179,12,369,1,1,2,0,2.2,1,21,26,30,0.24,0.24,0.54,0.23,25,1.22,0.05,15.9,171,85.9,2588,95,91.2,66.7,6,22,8,0,26,18,4.38,3,0.73,8,3,9,4,2,0,2,3,272,2,26,128,125,30,31,32.3,45.2,193,712,21,13,5,6,4,218,30,2,0,6,17,1,0,22,4,5,44.4,N/a,N/a,N/a,N/a
João Gomes,brBRA,Wolves,MF,24-085,33,2781,3,1,10,1,2.7,1.2,53,148,68,0.1,0.03,0.09,0.04,21.2,0.23,0.09,18.1,1262,84.9,18027,742,85.6,60.7,22,107,22,1,148,62,2.01,3,0.1,105,62,102,60,42,4,38,25,1843,59,404,1014,451,42,57,45.6,43.9,957,2593,53,50,6,38,49,1230,68,10,1,67,41,1,27,178,9,24,27.3,N/a,N/a,N/a,N/a
João Pedro,brBRA,Brighton,"FW,MF",23-224,27,1948,10,6,4,1,8.9,5,66,78,128,0.46,0.28,0.41,0.23,35.7,0.69,0.12,17.2,482,72.9,6847,300,75.1,65.9,30,42,36,5,78,72,3.32,9,0.42,16,12,11,7,12,0,12,9,940,12,60,387,508,122,86,33.7,54.7,616,1821,66,39,30,72,38,732,128,4,1,26,46,2,22,59,41,43,48.8,N/a,N/a,N/a,N/a
Joël Veltman,nlNED,Brighton,DF,33-113,20,1665,0,0,4,0,0.5,0.5,30,80,32,0,0,0.03,0.02,16.7,0.05,0,19.7,719,79.9,12118,355,80.4,63.3,6,62,8,5,80,22,1.19,1,0.05,42,28,51,21,22,7,15,18,1102,65,328,544,240,10,15,26.7,33.3,526,1448,30,22,3,19,7,599,32,4,0,27,42,0,23,68,21,18,53.8,N/a,N/a,N/a,N/a
Joško Gvardiol,hrCRO,Manchester City,DF,23-105,34,3007,5,0,2,0,4.4,2,81,251,98,0.15,0,0.13,0.06,29.7,0.33,0.14,13,2321,90.9,37878,1123,93.2,68.9,25,237,20,1,251,69,2.07,7,0.21,51,34,37,18,40,20,20,38,2903,142,725,1474,727,85,40,57.5,35,1886,5715,81,92,13,25,16,2132,98,2,0,13,23,2,19,132,48,33,59.3,N/a,N/a,N/a,N/a
Julian Araujo,mxMEX,Bournemouth,DF,23-268,10,426,0,0,1,0,0,0,3,14,19,0,0,0,0,N/a,0,N/a,N/a,157,78.5,2677,73,86,36,0,17,1,0,14,4,0.85,0,0,8,3,12,7,3,0,3,6,243,19,81,120,47,2,0,N/a,N/a,108,205,3,1,0,5,2,128,19,1,0,5,1,0,6,28,2,7,22.2,N/a,N/a,N/a,N/a
Julio Enciso,pyPAR,Ipswich Town,"FW,MF",21-105,11,709,2,3,3,0,1.5,1.2,16,22,33,0.25,0.38,0.19,0.16,38.5,1.27,0.08,22.7,148,70.8,2405,71,75.3,50,10,13,7,1,22,23,2.92,4,0.51,11,8,9,5,3,0,3,1,330,4,46,168,128,16,49,46.9,42.9,164,591,16,18,6,17,27,212,33,3,0,8,16,0,15,39,7,16,30.4,N/a,N/a,N/a,N/a
Jurriën Timber,nlNED,Arsenal,DF,23-325,30,2417,1,3,7,0,1.2,0.8,57,146,104,0.04,0.11,0.05,0.03,28.6,0.15,0.07,14.1,1194,85.6,17327,674,86,52.9,17,107,17,2,146,52,1.94,9,0.34,58,38,27,9,19,4,15,22,1661,51,304,859,505,66,53,45.3,45.3,890,2076,57,27,11,33,24,1052,104,7,0,31,29,6,28,94,22,20,52.4,N/a,N/a,N/a,N/a
Justin Devenny,nirNIR,Crystal Palace,MF,21-209,20,429,1,0,1,0,0.7,0.4,4,16,12,0.21,0,0.14,0.09,50,0.84,0.13,21.2,120,70.6,1883,66,69,38.1,6,15,4,1,16,11,2.3,0,0,14,9,14,7,3,0,3,0,232,7,42,115,80,7,4,50,50,109,274,4,5,1,16,2,140,12,1,0,7,0,1,17,21,2,13,13.3,N/a,N/a,N/a,N/a
Justin Kluivert,nlNED,Bournemouth,"MF,FW",26-003,31,2161,12,6,8,0,10,4.8,74,95,153,0.5,0.25,0.42,0.2,41.5,0.92,0.11,20.4,533,74.3,8212,290,76.7,53.1,45,41,32,6,95,95,3.95,11,0.46,21,9,21,17,24,0,24,13,996,23,93,342,581,115,82,40.2,47.6,594,2161,74,52,34,50,26,653,153,8,0,42,29,5,80,73,7,25,21.9,N/a,N/a,N/a,N/a
Jáder Durán,coCOL,Aston Villa,FW,21-146,20,638,7,0,3,1,4.9,0.2,7,13,44,0.99,0,0.69,0.03,48.4,2.12,0.23,15.6,115,70.6,1558,68,68,45.5,4,10,1,0,13,18,2.54,1,0.14,8,7,4,3,5,0,5,0,263,13,36,110,122,47,14,21.4,64.3,133,267,7,7,2,16,15,192,44,3,1,14,15,5,3,19,19,19,50,N/a,N/a,N/a,N/a
Jørgen Strand Larsen,noNOR,Wolves,FW,25-091,32,2463,13,2,4,0,10,2.4,16,28,106,0.48,0.07,0.37,0.09,60.4,1.17,0.25,11.4,272,63.1,3547,167,63.2,70,19,18,4,1,28,40,1.46,5,0.18,9,6,27,23,18,4,14,5,695,34,83,329,284,104,17,41.2,58.8,328,446,16,13,9,88,32,507,106,4,0,46,18,14,6,42,66,96,40.7,N/a,N/a,N/a,N/a
Kai Havertz,deGER,Arsenal,"FW,MF",25-331,21,1839,9,3,4,0,9.4,2.4,34,59,110,0.44,0.15,0.46,0.12,40.4,1.03,0.17,11.7,401,78.5,4833,281,82.5,45.5,16,26,8,1,59,41,2.01,3,0.15,16,9,15,11,22,4,18,6,768,31,88,282,403,103,38,23.7,63.2,411,922,34,23,18,42,22,575,110,4,0,36,21,14,11,39,62,73,45.9,N/a,N/a,N/a,N/a
Kalvin Phillips,engENG,Ipswich Town,MF,29-157,19,1237,0,0,6,1,0.4,0.2,4,51,4,0,0,0.03,0.02,18.2,0.15,0,24.3,436,79.1,8581,162,86.7,61.2,5,49,6,1,51,17,1.24,3,0.22,35,19,39,24,35,6,29,19,739,61,223,398,122,5,12,41.7,50,310,569,4,5,0,25,10,394,4,6,1,28,20,0,20,68,7,22,24.1,N/a,N/a,N/a,N/a
Kamaldeen Sulemana,ghGHA,Southampton,"FW,MF",23-082,23,1178,1,1,2,0,1.4,1,57,26,76,0.08,0.08,0.1,0.08,30.8,0.61,0.04,18.8,253,79.8,3667,160,82.4,44.4,10,6,13,7,26,28,2.14,3,0.23,16,14,13,5,9,0,9,6,509,13,65,190,272,50,92,35.9,55.4,331,1409,57,34,23,37,22,358,76,2,0,19,10,2,25,52,9,21,30,N/a,N/a,N/a,N/a
Kaoru Mitoma,jpJPN,Brighton,"FW,MF",27-353,33,2521,9,3,1,0,8.8,4.4,138,82,277,0.32,0.11,0.31,0.16,46.3,0.89,0.17,13.9,701,75.3,9130,470,70.5,44,35,34,32,8,82,83,2.96,8,0.29,43,26,46,28,46,3,43,13,1300,15,149,445,734,156,127,38.6,57.5,786,3663,138,76,55,49,22,911,277,1,0,39,23,5,72,92,24,27,47.1,N/a,N/a,N/a,N/a
Kasey McAteer,ieIRL,Leicester City,"FW,MF",23-167,15,612,0,1,2,0,0.7,0.6,16,11,52,0,0.15,0.1,0.09,44.4,0.59,0,16.5,143,71.5,1989,94,73.2,45.5,8,8,6,2,11,18,2.65,2,0.29,14,11,21,12,13,1,12,3,288,17,54,112,128,21,16,12.5,62.5,174,473,16,9,8,14,10,193,52,2,0,15,14,2,16,33,10,16,38.5,N/a,N/a,N/a,N/a
Keane Lewis-Potter,engENG,Brentford,"DF,FW",24-075,35,2839,1,3,6,0,2.6,3,92,90,144,0.03,0.1,0.08,0.1,51.9,0.44,0.04,20.5,900,77.3,14851,485,79.4,48.8,23,61,41,14,90,67,2.12,8,0.25,44,26,44,18,24,9,15,19,1473,94,450,573,469,69,97,40.2,50.5,783,2971,92,63,34,43,19,878,144,6,0,16,29,4,71,136,26,34,43.3,N/a,N/a,N/a,N/a
Kenny Tete,nlNED,Fulham,DF,29-211,19,1504,0,2,4,0,1.2,0.9,33,50,47,0,0.12,0.07,0.05,9.1,0.12,0,16.1,669,81.3,10740,354,80.3,61.8,7,60,9,6,50,32,1.91,3,0.18,50,34,34,14,22,6,16,29,1033,58,332,422,287,32,19,42.1,31.6,534,1229,33,20,7,16,10,596,47,4,0,28,14,1,29,65,18,12,60,N/a,N/a,N/a,N/a
Kepa Arrizabalaga,esESP,Bournemouth,GK,30-217,28,2520,0,0,3,0,0.1,0,0,2,0,0,0,0,0,0,0,0,9.7,671,71.9,18595,106,98.3,47.8,1,9,0,0,2,4,0.14,0,0,1,0,2,2,1,0,1,0,990,732,961,28,1,1,1,100,0,557,1588,0,0,0,0,0,435,0,3,0,2,5,0,0,52,7,1,87.5,1.25,75.4,25,0
Kevin Danso,atAUT,Tottenham,DF,26-231,7,572,0,0,0,0,0.4,0.1,11,17,1,0,0,0.06,0.01,33.3,0.31,0,17.5,373,86.7,6976,118,92.2,55.6,2,22,2,1,17,7,1.1,2,0.31,6,5,8,3,7,7,0,3,508,62,276,210,25,7,3,66.7,33.3,341,1015,11,5,0,7,1,363,1,0,0,7,9,0,1,22,18,9,66.7,N/a,N/a,N/a,N/a
Kevin De Bruyne,beBEL,Manchester City,"MF,FW",33-314,25,1538,4,7,2,0,3.8,7.6,47,135,137,0.23,0.41,0.22,0.44,28.6,0.82,0.08,21.7,799,76,13542,408,76.8,57.8,51,80,51,11,135,104,6.08,11,0.64,17,9,23,18,8,0,8,7,1210,10,73,408,739,71,32,37.5,50,711,1860,47,45,18,24,26,907,137,2,0,16,16,5,122,56,4,15,21.1,N/a,N/a,N/a,N/a
Kevin Schade,deGER,Brentford,FW,23-162,35,2069,10,2,3,0,7.7,3.4,56,32,146,0.43,0.09,0.33,0.15,46,1,0.2,11.6,290,58.2,4497,162,60.1,42.9,20,29,9,3,32,50,2.18,9,0.39,35,23,20,8,17,2,15,5,804,37,135,221,463,129,81,35.8,56.8,399,1275,56,26,35,54,34,497,146,3,0,20,33,13,36,78,81,65,55.5,N/a,N/a,N/a,N/a
Kieran Tierney,sctSCO,Arsenal,"DF,FW",27-337,10,181,0,0,0,0,0.2,0.9,5,12,22,0,0,0.1,0.43,0,0,0,2.6,96,82.1,1508,52,78.3,54.5,7,7,5,2,12,8,3.98,0,0,5,4,5,2,0,0,0,2,133,4,20,46,67,4,3,33.3,33.3,58,125,5,3,1,1,0,90,22,0,0,0,2,2,10,3,3,5,37.5,N/a,N/a,N/a,N/a
Kieran Trippier,engENG,Newcastle Utd,DF,34-231,24,1281,0,3,1,0,0.1,1.3,25,111,53,0,0.21,0.01,0.09,0,0,0,22.2,1000,82.1,17045,482,85.3,47.6,19,67,20,2,111,50,3.51,6,0.42,37,20,35,14,11,3,8,12,1347,50,373,594,389,12,8,50,50,587,1158,25,14,4,11,8,818,53,1,0,16,11,2,79,65,21,15,58.3,N/a,N/a,N/a,N/a
Kiernan Dewsbury-Hall,engENG,Chelsea,"MF,FW",26-244,12,259,0,1,0,0,0.2,1.1,5,14,11,0,0.35,0.08,0.37,0,0,0,7.8,127,83.6,1898,75,83.9,50,3,12,3,0,14,5,1.73,1,0.35,8,5,6,2,2,0,2,1,181,4,28,95,58,6,4,50,50,93,221,5,1,0,1,3,137,11,0,0,4,6,0,2,9,0,1,0,N/a,N/a,N/a,N/a
Kobbie Mainoo,engENG,Manchester Utd,MF,20-019,22,1506,0,0,5,0,0.6,1.6,21,59,42,0,0,0.03,0.09,15.4,0.12,0,20.8,663,86.3,8794,419,87.6,70.7,14,46,9,0,59,30,1.79,2,0.12,42,25,36,14,16,2,14,19,980,24,183,555,251,33,49,46.9,49,602,1131,21,14,10,34,34,696,42,5,0,27,19,2,5,79,19,27,41.3,N/a,N/a,N/a,N/a
Konstantinos Mavropanos,grGRE,West Ham,DF,27-148,31,1947,0,0,6,1,1.5,0.5,16,60,2,0,0,0.07,0.02,27.8,0.23,0,14.8,1013,85.8,19974,322,92.3,58.4,5,60,4,1,60,16,0.74,0,0,32,22,25,11,23,17,6,38,1432,221,746,632,62,24,17,52.9,29.4,794,2124,16,10,1,12,0,936,2,6,1,17,14,3,2,68,56,24,70,N/a,N/a,N/a,N/a
Kosta Nedeljković,rsSRB,Aston Villa,DF,19-143,5,126,0,0,0,0,0,0,1,6,0,0,0,0,0,N/a,0,N/a,N/a,47,88.7,853,22,84,80,0,5,0,0,6,0,0,0,0,7,5,3,1,1,0,1,0,66,4,15,32,19,0,2,50,50,27,33,1,0,0,1,0,32,0,0,0,0,1,0,1,4,0,1,0,N/a,N/a,N/a,N/a
Kostas Tsimikas,grGRE,Liverpool,DF,28-361,17,747,0,1,2,0,0.4,2.1,16,71,42,0,0.12,0.05,0.26,50,0.24,0,16.1,507,83.8,8637,243,88.1,50,16,41,11,4,71,28,3.37,2,0.24,29,18,20,7,5,2,3,10,689,29,169,307,218,12,11,36.4,45.5,342,746,16,6,2,5,4,438,42,2,0,9,6,1,61,27,5,6,45.5,N/a,N/a,N/a,N/a
Kristoffer Ajer,noNOR,Brentford,DF,27-021,22,1405,0,0,5,0,0.8,1.2,27,54,42,0,0,0.05,0.08,37.5,0.19,0,10.2,489,78.1,7626,254,79.7,49.1,8,42,7,4,54,18,1.15,2,0.13,25,17,26,12,17,4,13,12,773,52,260,359,160,35,16,43.8,50,378,1172,27,11,2,15,12,481,42,5,0,12,6,1,14,42,27,22,55.1,N/a,N/a,N/a,N/a
Kyle Walker,engENG,Manchester City,DF,34-345,15,970,0,0,3,0,0.1,0.4,12,64,11,0,0,0.01,0.04,40,0.19,0,27.7,724,87.7,11928,367,91.3,51.2,7,63,7,4,64,17,1.58,0,0,17,10,26,12,13,4,9,3,892,26,197,473,228,5,6,50,33.3,499,1106,12,13,0,9,2,630,11,3,0,6,5,1,14,46,9,7,56.3,N/a,N/a,N/a,N/a
Kyle Walker-Peters,engENG,Southampton,DF,28-025,33,2918,0,2,5,0,0.8,2.8,114,139,144,0,0.06,0.03,0.09,30,0.19,0,18.3,1493,88.2,22418,832,90,60.2,24,119,30,4,139,63,1.94,7,0.22,44,29,35,19,27,15,12,19,2022,151,615,884,540,59,92,41.3,42.4,1271,4373,114,72,24,32,39,1433,144,5,0,28,52,2,51,135,11,21,34.4,N/a,N/a,N/a,N/a
Lamare Bogarde,nlNED,Aston Villa,"DF,MF",21-123,8,476,0,0,2,0,0,0.1,12,14,9,0,0,0.01,0.02,100,0.19,0,20.2,240,88.2,3682,129,92.2,33.3,2,24,1,0,14,10,1.89,1,0.19,14,6,16,6,5,3,2,1,325,16,95,191,40,4,4,50,25,173,599,12,6,1,6,8,212,9,2,0,8,11,0,0,13,6,6,50,N/a,N/a,N/a,N/a
Leandro Trossard,beBEL,Arsenal,FW,30-155,35,2354,8,5,4,1,6.8,5.3,75,95,207,0.31,0.19,0.26,0.2,30.9,0.8,0.12,15.9,632,73.7,10332,333,76.3,51.2,37,41,43,9,95,80,3.06,6,0.23,26,17,31,22,31,0,31,9,1149,15,120,361,685,143,72,41.7,44.4,733,1942,75,49,29,57,43,857,207,4,1,25,43,6,79,93,6,22,21.4,N/a,N/a,N/a,N/a
Leif Davis,engENG,Ipswich Town,DF,25-116,31,2563,1,2,5,1,0.9,4.3,48,55,117,0.04,0.07,0.03,0.15,14.3,0.07,0.07,20.4,854,71.5,14708,398,77.4,37.3,54,30,26,11,55,85,2.98,4,0.14,45,26,46,17,24,8,16,25,1459,115,517,484,477,36,37,35.1,45.9,659,1940,48,27,10,36,14,770,117,5,1,25,30,3,148,111,33,22,60,N/a,N/a,N/a,N/a
Leny Yoro,frFRA,Manchester Utd,DF,19-176,20,1114,0,0,5,0,0.7,0.1,19,52,4,0,0,0.06,0.01,20,0.08,0,8.6,667,92.1,10721,302,93.9,65,2,43,5,1,52,8,0.65,0,0,26,11,17,6,5,3,2,18,847,83,395,385,70,13,4,50,50,577,1646,19,13,1,3,4,615,4,5,0,9,2,1,1,45,16,15,51.6,N/a,N/a,N/a,N/a
Leon Bailey,jmJAM,Aston Villa,"FW,MF",27-272,23,1138,1,2,3,0,1.7,1.5,57,35,121,0.08,0.16,0.14,0.12,21.4,0.47,0.04,17.3,273,70.7,4275,149,81.1,47.4,16,16,20,2,35,38,3.01,4,0.32,6,4,10,8,6,0,6,3,539,18,76,155,318,69,57,38.6,42.1,344,1334,57,22,33,35,25,386,121,3,0,12,18,3,34,59,6,9,40,N/a,N/a,N/a,N/a
Lesley Ugochukwu,frFRA,Southampton,MF,21-043,24,1525,1,1,6,0,0.9,1,29,49,20,0.06,0.06,0.05,0.06,10,0.06,0.1,17,570,84.9,8828,277,91.5,59.5,14,52,7,1,49,23,1.36,1,0.06,49,24,33,15,26,9,17,14,838,46,199,478,167,24,26,69.2,26.9,459,1195,29,15,6,12,13,570,20,6,0,28,14,0,6,62,20,17,54.1,N/a,N/a,N/a,N/a
Levi Colwill,engENG,Chelsea,DF,22-071,32,2879,1,1,8,0,1.3,1.1,13,125,11,0.03,0.03,0.04,0.04,18.8,0.09,0.06,9.9,2211,89.6,40277,763,95.3,57,14,144,7,3,125,38,1.19,3,0.09,42,30,25,9,35,24,11,32,2728,344,1280,1330,129,35,10,60,40,1543,3886,13,11,1,13,8,1996,11,8,0,42,19,4,13,110,76,51,59.8,N/a,N/a,N/a,N/a
Lewis Cook,engENG,Bournemouth,"MF,DF",28-094,34,2816,1,3,8,0,0.9,4.1,33,153,49,0.03,0.1,0.03,0.13,28.6,0.13,0.07,23.4,1158,76.8,20150,507,85.1,45.5,48,150,26,11,153,87,2.78,5,0.16,80,42,66,30,30,11,19,40,1814,85,427,954,453,19,18,61.1,38.9,791,2113,33,29,4,29,17,904,49,8,0,46,10,3,127,182,40,34,54.1,N/a,N/a,N/a,N/a
Lewis Dunk,engENG,Brighton,DF,33-168,25,2083,0,0,5,0,0.8,0.5,20,142,3,0,0,0.03,0.02,25,0.13,0,12.1,1778,91,32940,668,95.2,62.7,6,157,6,0,142,19,0.82,3,0.13,17,10,19,8,28,18,10,13,2127,258,993,1031,113,21,1,0,100,1341,3345,20,19,0,9,3,1556,3,5,0,7,11,2,5,104,51,31,62.2,N/a,N/a,N/a,N/a
Lewis Hall,engENG,Newcastle Utd,DF,20-242,27,2189,0,4,3,0,0.4,4.3,41,123,80,0,0.16,0.02,0.18,9.1,0.04,0,18.8,1300,81.7,21999,653,85.1,51.5,34,114,17,5,123,63,2.59,6,0.25,58,41,74,34,33,18,15,18,1820,95,623,804,414,47,21,52.4,33.3,950,2358,41,22,13,33,20,1094,80,3,0,9,21,1,110,119,30,31,49.2,N/a,N/a,N/a,N/a
Lewis Miley,engENG,Newcastle Utd,MF,19-007,12,249,1,0,0,0,0.5,0,2,14,7,0.36,0,0.2,0.01,66.7,0.72,0.33,14.6,142,87.7,2084,80,96.1,87.5,1,10,4,0,14,3,1.08,0,0,11,9,11,5,5,1,4,2,198,5,37,105,57,5,3,33.3,33.3,96,186,2,1,0,5,1,141,7,0,0,3,1,0,0,16,5,5,50,N/a,N/a,N/a,N/a
Liam Delap,engENG,Ipswich Town,FW,22-089,34,2491,12,2,10,0,9.3,1.9,60,30,105,0.43,0.07,0.34,0.07,43.8,1.01,0.16,16,211,61.2,2913,118,63.5,39.1,21,16,6,0,30,62,2.24,7,0.25,10,7,14,12,8,0,8,2,659,29,78,277,326,89,84,46.4,42.9,436,1570,60,46,29,99,58,519,105,10,0,67,50,13,5,66,53,69,43.4,N/a,N/a,N/a,N/a
Lisandro Martínez,arARG,Manchester Utd,DF,27-110,20,1751,2,1,7,0,1.3,1.1,23,117,7,0.1,0.05,0.07,0.06,35.3,0.31,0.12,15.9,1200,89.4,20292,522,93,55.2,9,91,18,2,117,26,1.34,2,0.1,40,24,36,15,22,8,14,32,1524,156,713,697,125,18,7,85.7,14.3,1017,3129,23,23,2,1,3,1069,7,7,0,22,7,0,9,81,16,13,55.2,N/a,N/a,N/a,N/a
Lloyd Kelly,engENG,Newcastle Utd,DF,26-214,10,303,0,1,2,0,0.4,0.5,0,9,5,0,0.3,0.12,0.14,0,0,0,7.3,146,80.7,2636,57,89.7,41.7,2,6,1,1,9,2,0.59,1,0.3,5,4,1,0,6,4,2,1,215,26,105,94,19,4,3,66.7,33.3,120,202,0,2,0,3,2,129,5,2,0,5,5,1,1,19,6,2,75,N/a,N/a,N/a,N/a
Lucas Bergvall,seSWE,Tottenham,MF,19-095,27,1212,0,1,3,0,0.7,0.6,33,49,31,0,0.07,0.05,0.04,16.7,0.15,0,19.9,629,87.4,10567,295,89.8,74.6,11,53,7,3,49,22,1.63,4,0.3,39,19,32,15,18,8,10,24,885,36,188,478,232,22,45,46.7,44.4,531,1634,33,21,4,20,19,586,31,3,0,20,17,0,21,73,9,8,52.9,N/a,N/a,N/a,N/a
Lucas Digne,frFRA,Aston Villa,DF,31-292,31,2261,0,4,4,0,0.8,4.4,23,55,140,0,0.16,0.03,0.17,23.1,0.12,0,22.7,932,75.2,15153,472,78.8,40.1,35,43,29,18,55,63,2.51,5,0.2,63,37,64,21,23,4,19,25,1485,93,520,449,526,28,19,47.4,47.4,672,1328,23,14,4,17,16,808,140,4,0,20,14,7,138,100,35,27,56.5,N/a,N/a,N/a,N/a
Lucas Paquetá,brBRA,West Ham,"MF,FW",27-254,31,2336,4,0,9,0,5.2,3.1,22,145,82,0.15,0,0.2,0.12,7.9,0.12,0.05,19.6,1088,77.3,18064,566,79.6,64.4,36,125,43,4,145,79,3.04,6,0.23,66,37,54,27,28,4,24,17,1738,62,360,957,435,57,43,41.9,46.5,891,1300,22,32,2,53,50,1220,82,9,0,52,62,6,28,146,48,57,45.7,N/a,N/a,N/a,N/a
Luis Díaz,coCOL,Liverpool,FW,28-115,33,2225,12,5,2,0,10,4.9,103,103,269,0.49,0.2,0.4,0.2,41.5,1.09,0.18,13.5,697,84.3,11124,374,86,82.4,54,45,43,6,103,116,4.69,16,0.65,33,21,34,21,18,0,18,7,1109,15,78,382,668,155,111,45.9,43.2,733,2803,103,53,55,51,43,878,269,2,0,48,30,10,30,98,12,33,26.7,N/a,N/a,N/a,N/a
Luis Guilherme,brBRA,West Ham,"MF,FW",19-088,11,138,0,0,0,0,0.3,0.1,3,3,13,0,0,0.19,0.05,33.3,0.65,0,14.9,47,83.9,727,30,86.7,57.1,3,3,3,2,3,10,6.52,0,0,1,0,3,3,7,0,7,3,85,3,19,30,37,4,9,55.6,22.2,42,136,3,3,1,4,3,55,13,0,0,0,4,0,8,7,2,1,66.7,N/a,N/a,N/a,N/a
Luis Sinisterra,coCOL,Bournemouth,"FW,MF",25-325,12,236,1,1,0,0,1.2,1.4,19,6,38,0.38,0.38,0.46,0.54,46.2,2.29,0.08,14.8,73,78.5,1067,44,68.8,100,9,6,2,2,6,14,5.29,1,0.38,7,2,4,4,3,0,3,1,155,7,18,41,96,23,20,40,50,95,393,19,6,10,6,3,102,38,0,0,4,2,1,7,17,3,7,30,N/a,N/a,N/a,N/a
Luke Shaw,engENG,Manchester Utd,DF,29-300,5,218,0,0,1,0,0,0.7,6,18,7,0,0,0.01,0.29,0,0,0,23.1,178,83.6,2931,92,86.6,56.5,5,12,3,1,18,9,3.72,0,0,4,3,2,0,2,1,1,2,234,15,92,105,37,4,1,0,100,170,402,6,6,0,2,0,183,7,1,0,2,0,0,9,9,3,2,60,N/a,N/a,N/a,N/a
Luke Thomas,engENG,Leicester City,DF,23-332,11,873,0,0,1,0,0.4,0.3,3,30,13,0,0,0.04,0.03,0,0,0,16.8,418,79.3,6775,216,82.3,44.1,7,27,3,1,30,12,1.24,1,0.1,25,20,32,14,13,5,8,18,644,39,237,312,99,7,5,40,60,314,497,3,7,2,10,2,363,13,1,0,6,6,0,23,36,11,11,50,N/a,N/a,N/a,N/a
Luke Woolfenden,engENG,Ipswich Town,DF,26-199,15,1187,0,0,2,0,0,0,7,15,0,0,0,0,0,0,0,0,12.9,496,88.3,9196,178,93.8,52.7,0,31,0,0,15,2,0.15,0,0,9,6,5,3,21,14,7,19,694,147,407,278,9,3,0,N/a,N/a,368,1249,7,3,0,4,0,442,0,2,0,5,2,1,0,38,15,15,50,N/a,N/a,N/a,N/a
Mads Hermansen,dkDEN,Leicester City,GK,24-301,27,2385,0,0,1,0,0,0,0,1,0,0,0,0,0,N/a,0,N/a,N/a,654,61,17066,151,94.8,32.7,0,20,1,0,1,3,0.11,0,0,1,1,1,0,1,0,1,0,1147,831,1106,43,0,0,1,100,0,734,1904,0,0,0,1,0,625,0,1,0,0,3,0,0,17,4,1,80,2.19,64.5,3.7,25
Mads Roerslev,dkDEN,Brentford,DF,25-318,19,1101,0,2,2,0,0.2,3,17,51,54,0,0.16,0.02,0.24,40,0.16,0,20.8,422,78.7,6925,205,79.9,55.1,14,37,11,4,51,21,1.72,2,0.16,18,8,28,17,12,5,7,4,645,49,234,268,146,20,19,36.8,42.1,352,858,17,13,0,9,6,407,54,2,0,6,10,0,31,39,10,14,41.7,N/a,N/a,N/a,N/a
Malo Gusto,frFRA,Chelsea,DF,21-354,29,1832,0,1,4,0,1.7,1.3,49,119,84,0,0.05,0.08,0.06,18.2,0.2,0,21.3,1176,86.5,19189,576,88.3,61.3,21,109,18,6,119,57,2.8,4,0.2,43,28,47,23,29,8,21,23,1563,60,378,758,440,43,16,25,68.8,865,2195,49,35,8,16,17,1053,84,4,0,20,19,2,51,116,8,15,34.8,N/a,N/a,N/a,N/a
